page_id,route,route_name,surface_kind,backend_view,roles,templates,previous_test_reference,audit_execution_status
UI-PAGE-BAE9F806E9,/ia/partner-evidence/,ia_partner_evidence,page,apps.frontend.views.ia_views.ia_partner_evidence_queue_view,ADMIN | IA,pages/ia/partner_evidence_queue.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-B8A4E5AB5D,/ia/partner-evidence/<str:activity_id>/,ia_partner_review,page,apps.frontend.views.ia_views.ia_partner_review_view,ADMIN | IA,pages/ia/partner_review.html,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-15164DA203,/ia/partner-evidence/<str:activity_id>/complete-action,ia_partner_complete_action,action,apps.frontend.views.ia_views.ia_partner_complete_action,ADMIN | IA,,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-83C9AD1BBB,/ia/partner-evidence/<str:activity_id>/complete-drawer,ia_partner_complete_drawer,drawer,apps.frontend.views.ia_views.ia_partner_complete_drawer,ADMIN | IA,partials/ia/partner_complete_drawer.html,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-16878A51E5,/ia/partner-evidence/<str:activity_id>/return-action,ia_partner_return_action,action,apps.frontend.views.ia_views.ia_partner_return_action,ADMIN | IA,,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-A62065CC3E,/ia/partner-evidence/<str:activity_id>/return-drawer,ia_partner_return_drawer,drawer,apps.frontend.views.ia_views.ia_partner_return_drawer,ADMIN | IA,partials/ia/partner_return_drawer.html,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-0163A867E0,/ia/returned/,ia_returned,page,apps.frontend.views.ia_views.ia_returned_view,ADMIN | IA,pages/ia/returned_activities.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-1BE041489D,/ia/samples/,ia_samples,page,apps.frontend.views.ia_views.ia_samples_view,ADMIN | CD | IA,pages/ia/verification_samples.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-B7F73A8689,/ia/samples/<str:sample_id>/field-check,ia_sample_field_check,action,apps.frontend.views.ia_views.ia_sample_field_check_action,ADMIN | CD | IA,,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-7296E71278,/ia/samples/<str:sample_id>/outcome,ia_sample_outcome,action,apps.frontend.views.ia_views.ia_sample_outcome_action,ADMIN | CD | IA,,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-5A03C9BDB6,/ia/samples/<str:sample_id>/resolve,ia_sample_resolve,action,apps.frontend.views.ia_views.ia_sample_resolve_action,ADMIN | CD | IA,,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-E7FA5C31DB,/ia/samples/draw,ia_sample_draw,action,apps.frontend.views.ia_views.ia_sample_draw_action,ADMIN | CD | IA,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-E02D9364E8,/ia/school-evidence/,ia_school_evidence,page,apps.frontend.views.ia_school_evidence_views.school_evidence_page,ADMIN | CD | IA,pages/ia/school_evidence.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-287A7E5814,/ia/school-evidence/<str:kind>/<str:record_id>/,ia_school_evidence_record,drawer,apps.frontend.views.ia_school_evidence_views.record_drawer,ADMIN | CD | IA,partials/hr/form_drawer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-25197CBE23,/ia/school-evidence/<str:kind>/<str:record_id>/correct,ia_school_evidence_correct,action,apps.frontend.views.ia_school_evidence_views.correct_action,ADMIN | CD | IA,,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-1170C5FCBB,/ia/school-evidence/<str:kind>/<str:record_id>/decide,ia_school_evidence_decide,action,apps.frontend.views.ia_school_evidence_views.decide_action,ADMIN | CD | IA,,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-B06584D752,/ia/school-evidence/<str:kind>/new,ia_school_evidence_new,drawer,apps.frontend.views.ia_school_evidence_views.new_drawer,ADMIN | CD | IA,partials/hr/form_drawer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-6AB218D915,/ia/school-evidence/<str:kind>/save,ia_school_evidence_create,action,apps.frontend.views.ia_school_evidence_views.create_action,ADMIN | CD | IA,,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-C0C2F88AD3,/ia/school-evidence/edtech/<str:deployment_id>/check,ia_school_evidence_check_drawer,drawer,apps.frontend.views.ia_school_evidence_views.check_drawer,ADMIN | CD | IA,partials/hr/form_drawer.html,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-DEF87681CA,/ia/school-evidence/edtech/<str:deployment_id>/check/save,ia_school_evidence_check_create,action,apps.frontend.views.ia_school_evidence_views.check_create_action,ADMIN | CD | IA,,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-22DA3CC970,/ia/school-evidence/learning/template.csv,ia_school_evidence_learning_template,export,apps.frontend.views.ia_school_evidence_views.learning_template_csv,ADMIN | CD | IA,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-169D9A9D51,/ia/school-evidence/learning/upload,ia_school_evidence_learning_upload,action,apps.frontend.views.ia_school_evidence_views.learning_upload_action,ADMIN | CD | IA,,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-6116946394,/ia/stories/,ia_stories,page,apps.frontend.views.ia_stories_views.stories_page,ADMIN | CD | IA,pages/ia/stories.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-99FC599EB9,/ia/stories/<str:story_id>/,ia_story_drawer,drawer,apps.frontend.views.ia_stories_views.story_drawer,ADMIN | CD | IA,partials/hr/form_drawer.html,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-4336351244,/ia/stories/<str:story_id>/decide,ia_story_decide,action,apps.frontend.views.ia_stories_views.story_decide,ADMIN | CD | IA,,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-A05C99B6EA,/ia/verification/,ia_verification_queue,partial,apps.frontend.views.ia_views.ia_verification_queue_view,ADMIN | CD | IA,pages/ia/partials/queue_table.html | pages/ia/verification_queue.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-107DE82212,/ia/verification/<str:activity_id>/,ia_review_workspace,page,apps.frontend.views.ia_views.ia_review_workspace_view,ADMIN | CD | IA,pages/ia/review_workspace.html,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-374CDD4882,/ia/verification/<str:activity_id>/return,ia_return_action,action,apps.frontend.views.ia_views.ia_return_action,ADMIN | CD | IA,,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-ECFA021F35,/ia/verification/<str:activity_id>/verify,ia_verify_action,action,apps.frontend.views.ia_views.ia_verify_action,ADMIN | CD | IA,,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-BD451D2966,/impact,impact_analytics,page,apps.frontend.views.impact_views.impact_analytics_view,ACCOUNTANT | ADMIN | CCEO | CD | IA | PL | PROJECT_COORDINATOR | RPL | RVP,pages/analytics/workspace.html | partials/analytics/impact_workspace.html | partials/analytics/panel.html | partials/analytics/scope.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-3BE8D7DEFA,/impact-briefs/<str:release_id>/,impact_brief,page,apps.frontend.views.impact_report_views.brief_page,ADMIN | CCEO | CD | IA | PL | PROJECT_COORDINATOR | RPL,pages/ia/impact_reports_brief.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-92D9B3910D,/impact-briefs/<str:release_id>/shared,impact_brief_shared,action,apps.frontend.views.impact_report_views.brief_shared,ADMIN | CCEO | CD | IA | PL | PROJECT_COORDINATOR | RPL,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-A353C7125C,/leave-requests,leave_requests,action,apps.frontend.views.extended_views.leave_requests_view,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PL | PROJECT_COORDINATOR | RPL | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-7B2C917E1A,/leave/<str:leave_id>/attachment,leave_attachment,export,apps.frontend.views.leave_views.leave_attachment_view,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PL | PROJECT_COORDINATOR | RPL | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-ACA849CE31,/leave/approvals,leave_approvals,page,apps.frontend.views.leave_views.leave_approvals_view,ADMIN | CD | HR | PL | RVP,pages/leave/leave_approvals.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-DD2CC2E8BC,/leave/approvals/,,page,apps.frontend.views.leave_views.leave_approvals_view,ADMIN | CD | HR | PL | RVP,pages/leave/leave_approvals.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-6536EA8CDB,/leave/approvals/<str:leave_id>/approve,leave_approve_action,action,apps.frontend.views.leave_views.leave_approve_action,ADMIN | CD | HR | PL | RVP,,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-7A1B26BB75,/leave/approvals/<str:leave_id>/escalate,leave_escalate_action,action,apps.frontend.views.leave_views.leave_escalate_action,ADMIN | CD | HR | PL | RVP,,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-68B50C60BF,/leave/approvals/<str:leave_id>/impact,leave_impact_partial,partial,apps.frontend.views.leave_views.leave_impact_partial,ADMIN | CD | HR | PL | RVP,partials/leave/impact_panel.html,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-B96B2758DD,/leave/approvals/<str:leave_id>/impact/,,partial,apps.frontend.views.leave_views.leave_impact_partial,ADMIN | CD | HR | PL | RVP,partials/leave/impact_panel.html,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-1E6B2566F7,/leave/approvals/<str:leave_id>/reassign,leave_reassign_coverage_action,action,apps.frontend.views.leave_views.leave_reassign_coverage_action,ADMIN | CD | HR | PL | RVP,,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-DCAEC2D4CE,/leave/approvals/<str:leave_id>/reject,leave_reject_action,action,apps.frontend.views.leave_views.leave_reject_action,ADMIN | CD | HR | PL | RVP,,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-30B89EE086,/leave/approvals/<str:leave_id>/return,leave_return_action,action,apps.frontend.views.leave_views.leave_return_action,ADMIN | CD | HR | PL | RVP,,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-B1CD41EF26,/leave/calendar,leave_calendar,page,apps.frontend.views.leave_views.leave_calendar_view,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,pages/leave/leave_calendar.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-6F0C87A4DD,/leave/calendar/,,page,apps.frontend.views.leave_views.leave_calendar_view,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,pages/leave/leave_calendar.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-E2880A64B1,/leave/calendar/activities,leave_calendar_activities,partial,apps.frontend.views.leave_views.leave_calendar_activities_partial,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,partials/leave/calendar_activity_panel.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-0907D00B52,/leave/coverage,leave_coverage,page,apps.frontend.views.leave_views.leave_coverage_view,ACCOUNTANT | ADMIN | CCEO | CD | HR | IA | PL | RVP,pages/leave/leave_coverage.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-B757CD365D,/leave/coverage/,,page,apps.frontend.views.leave_views.leave_coverage_view,ACCOUNTANT | ADMIN | CCEO | CD | HR | IA | PL | RVP,pages/leave/leave_coverage.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-5859F848B2,/leave/coverage/<str:assignment_id>/revoke,revoke_coverage_action,action,apps.frontend.views.leave_views.revoke_coverage_action,ACCOUNTANT | ADMIN | CCEO | CD | HR | IA | PL | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-D802845898,/leave/coverage/<str:leave_id>/accept,leave_coverage_accept_action,action,apps.frontend.views.leave_views.leave_coverage_accept_action,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PL | PROJECT_COORDINATOR | RPL | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-7E7EAD906E,/leave/coverage/<str:leave_id>/decline,leave_coverage_decline_action,action,apps.frontend.views.leave_views.leave_coverage_decline_action,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PL | PROJECT_COORDINATOR | RPL | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-F50FCBD448,/leave/policies,leave_policies,page,apps.frontend.views.leave_views.leave_policies_view,ADMIN | HR,pages/leave/leave_policies.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-8FB8756CBF,/leave/policies/,,page,apps.frontend.views.leave_views.leave_policies_view,ADMIN | HR,pages/leave/leave_policies.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-F7D5BFCB11,/leave/team-availability,team_availability,page,apps.frontend.views.leave_views.team_availability_view,ADMIN | CD | HR | PL | RVP,pages/leave/team_availability.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-A4895DE049,/leave/team-availability/,,page,apps.frontend.views.leave_views.team_availability_view,ADMIN | CD | HR | PL | RVP,pages/leave/team_availability.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-EC3CE390B7,/leave/tracker,leave_tracker,page,apps.frontend.views.leave_views.leave_tracker_view,ADMIN | CD | HR | PL | RVP,pages/leave/leave_tracker.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-E46A16222A,/leave/tracker/,,page,apps.frontend.views.leave_views.leave_tracker_view,ADMIN | CD | HR | PL | RVP,pages/leave/leave_tracker.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-C173B02ED1,/loan-applications/<str:application_id>/follow-up,loan_application_follow_up,action,apps.business_transformation.frontend_views.loan_application_follow_up_action,BUSINESS_TRANSFORMATION | CCEO | CD | IA | MFI_ADMIN | MFI_OFFICER | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-85BE1B44E4,/loan-applications/apply,public_loan_application,page,apps.business_transformation.frontend_views.public_loan_application_page,,pages/business_transformation/loan_application_public.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-256886A981,/loan-applications/export.csv,loan_application_export,export,apps.business_transformation.frontend_views.loan_application_export_action,BUSINESS_TRANSFORMATION | CCEO | CD | IA | MFI_ADMIN | MFI_OFFICER | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-BAE614463F,/loans,loans,page,apps.business_transformation.frontend_views.loan_page,BUSINESS_TRANSFORMATION | CCEO | CD | IA | MFI_ADMIN | MFI_OFFICER | RVP,pages/business_transformation/loans.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-63286BCEAE,/loans/<str:loan_id>/drawer,loan_drawer,drawer,apps.business_transformation.frontend_views.loan_drawer,BUSINESS_TRANSFORMATION | CCEO | CD | IA | MFI_ADMIN | MFI_OFFICER | RVP,partials/business_transformation/loan_drawer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-DB5A607B85,/loans/<str:loan_id>/ia-validation,loan_ia_validation,action,apps.business_transformation.frontend_views.ia_validation_action,BUSINESS_TRANSFORMATION | CCEO | CD | IA | MFI_ADMIN | MFI_OFFICER | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-6876080963,/loans/<str:loan_id>/repayment-snapshots,loan_repayment_snapshot,action,apps.business_transformation.frontend_views.repayment_snapshot_action,BUSINESS_TRANSFORMATION | CCEO | CD | IA | MFI_ADMIN | MFI_OFFICER | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-D029D55C06,/loans/<str:loan_id>/salesforce-confirmation,loan_salesforce_confirmation,action,apps.business_transformation.frontend_views.salesforce_confirmation_action,BUSINESS_TRANSFORMATION | CCEO | CD | IA | MFI_ADMIN | MFI_OFFICER | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-AD3766E5D5,/loans/<str:loan_id>/salesforce-return,loan_salesforce_return,action,apps.business_transformation.frontend_views.salesforce_return_action,BUSINESS_TRANSFORMATION | CCEO | CD | IA | MFI_ADMIN | MFI_OFFICER | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-11DB467249,/loans/export.csv,loan_export,export,apps.business_transformation.frontend_views.loan_export_action,BUSINESS_TRANSFORMATION | CCEO | CD | IA | MFI_ADMIN | MFI_OFFICER | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-DEE6379D64,/loans/export.xlsx,loan_excel_export,export,apps.business_transformation.frontend_views.loan_excel_export_action,BUSINESS_TRANSFORMATION | CCEO | CD | IA | MFI_ADMIN | MFI_OFFICER | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-5144CCA312,/loans/repayment-snapshots,loan_repayment_snapshot_save,action,apps.business_transformation.frontend_views.repayment_snapshot_save_action,BUSINESS_TRANSFORMATION | CCEO | CD | IA | MFI_ADMIN | MFI_OFFICER | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-9D676C663F,/loans/save,loan_save,action,apps.business_transformation.frontend_views.loan_save_action,BUSINESS_TRANSFORMATION | CCEO | CD | IA | MFI_ADMIN | MFI_OFFICER | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-D1857EF285,/login,login,page,apps.frontend.views.auth_views.login_view,,pages/auth/login.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-AE7E3050B4,/login/verify,mfa_verify,page,apps.frontend.views.auth_views.mfa_verify_view,,pages/auth/mfa_verify.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-4526582CB6,/map,map,page,apps.frontend.views.extended_views.map_view,ADMIN | CCEO | CD | IA | PL | PROJECT_COORDINATOR | RPL,pages/map/index.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-B83F484DF3,/messages,messages_list,partial,apps.frontend.views.message_views.messages_list_view,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,partials/messages/inbox_update.html | pages/messages/index.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-3B4661EEDB,/messages/,,partial,apps.frontend.views.message_views.messages_list_view,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,partials/messages/inbox_update.html | pages/messages/index.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-D44BED6BF4,/messages/<str:message_id>,message_detail,action,apps.frontend.views.message_views.message_deep_link_view,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-074834715C,/messages/attachments/<str:attachment_id>,message_attachment_download,export,apps.frontend.views.message_views.message_attachment_download_view,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-74CD8AC0AA,/messages/drawer,messages_drawer,drawer,apps.frontend.views.message_views.message_drawer_view,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,partials/messages/message_drawer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-F2306BAC8B,/messages/new,message_compose,page,apps.frontend.views.message_views.message_compose_view,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,pages/messages/new.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-22EAF00F72,/messages/new/,,page,apps.frontend.views.message_views.message_compose_view,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,pages/messages/new.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-C3AD2804A6,/messages/new/records,message_compose_records,partial,apps.frontend.views.message_views.compose_records_partial,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,partials/messages/context_records.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-68F49E9B79,/messages/new/suggestions,message_compose_suggestions,partial,apps.frontend.views.message_views.compose_suggestions_partial,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,partials/messages/recipient_suggestions.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-8AA7AF3914,/messages/new/summary,message_compose_summary,partial,apps.frontend.views.message_views.compose_summary_partial,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,partials/messages/context_summary.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-01B1335022,/messages/thread/<str:thread_id>,message_thread,partial,apps.frontend.views.message_views.thread_view,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,partials/messages/conversation.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-F7E8414712,/messages/thread/<str:thread_id>/archive,message_thread_archive,action,apps.frontend.views.message_views.thread_archive_action,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-F155B4F7CE,/messages/thread/<str:thread_id>/reply,message_thread_reply,partial,apps.frontend.views.message_views.thread_reply_action,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,partials/messages/conversation.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-70F6DE8C6B,/messages/thread/<str:thread_id>/star,message_thread_star,action,apps.frontend.views.message_views.thread_star_action,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-F513132000,/mfi-portal,mfi_portal,page,apps.business_transformation.frontend_views.mfi_portal_page,MFI_ADMIN | MFI_OFFICER,pages/business_transformation/mfi_portal.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-2A8C6B46DF,/mfi-portal/<str:section>,mfi_portal_section,page,apps.business_transformation.frontend_views.mfi_portal_page,MFI_ADMIN | MFI_OFFICER,pages/business_transformation/mfi_portal.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-1339F0B471,/my-coaching,my_coaching,page,apps.frontend.views.coaching_views.my_coaching_view,ADMIN | CCEO,pages/cce_leadership/workspace.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-FB3D019B64,/my-coaching/<str:record_id>,my_coaching_drawer,drawer,apps.frontend.views.coaching_views.my_coaching_drawer,ADMIN | CCEO,partials/hr/form_drawer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-6841539442,/my-coaching/<str:record_id>/acknowledge,my_coaching_acknowledge,action,apps.frontend.views.coaching_views.my_coaching_acknowledge,ADMIN | CCEO,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-00C9E3437D,/my-performance,my_performance,page,apps.frontend.views.hr_views.my_performance_view,ACCOUNTANT | ADMIN | CCEO | CD | HR | IA | PL | PROJECT_COORDINATOR | RVP,pages/hr/my_performance.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
